id,name,drilling_started,drilling_completed,client_name,owner_name,depth_meters,purpose_is,method_is,drill_name,drill_operator_name,length_meters,is_closed,location_name,isn93_east,isn93_north,wgs84_latitude,wgs84_longitude
2,SN-03,NULL,NULL,Kristbjörg Hilmarsdóttir,NULL,NULL,Heitavatnsöflun,Bein hola,Höggbor 1,Jarðboranir ríkisins,NULL,0,Breiðholt,361604,404353,"64° 6' 50.88""N","21° 50' 26.87""W"
5,,NULL,NULL,Rafmagnsveitur ríkisins ? Orkudeild,NULL,NULL,Annað,Annað,Án bors,NULL,NULL,0,Ruslakista,356760,407910,"64° 8' 38.47""N","21° 56' 36.54""W"
6,,NULL,NULL,Orkustofnun Raforkudeild,NULL,NULL,Annað,Bein hola,Án bors,NULL,NULL,0,Ruslakista,356765,407915,"64° 8' 38.63""N","21° 56' 36.19""W"
7,,1968-02-01 00:00:00.0000000,1968-02-14 00:00:00.0000000,Orkustofnun Raforkudeild,NULL,NULL,Virkjanarannsóknir,Bein hola,Án bors,NULL,NULL,0,Ruslakista,356770,407920,"64° 8' 38.80""N","21° 56' 35.84""W"
9,,NULL,NULL,Einar Guðmundsson,NULL,NULL,Annað,Bein hola,NULL,NULL,NULL,0,Seftjörn,306235,565135,"65° 31' 35.64""N","23° 11' 35.64""W"
31,Bfell,1965-07-09 00:00:00.0000000,1965-08-22 00:00:00.0000000,Rafmagnsveitur ríkisins ? Orkudeild,NULL,NULL,Annað,Annað,Án bors,NULL,NULL,0,Bláfell við Hvítárvatn,456000,444400,"64° 29' 54.24""N","19° 54' 56.26""W"
51,BFB-01,1974-07-22 00:00:00.0000000,1974-07-24 00:00:00.0000000,Vegagerð ríkisins,NULL,18,Mannvirkjagerð,Bein hola,Dugandi (C-2),Jarðboranir ríkisins,NULL,0,Seleyri,361670,450470,"64° 31' 38.68""N","21° 52' 57.29""W"
52,BFB-02,1974-07-24 00:00:00.0000000,1974-07-30 00:00:00.0000000,Vegagerð ríkisins,NULL,28,Mannvirkjagerð,Bein hola,Dugandi (C-2),Jarðboranir ríkisins,NULL,0,Seleyri,361675,450475,"64° 31' 38.85""N","21° 52' 56.93""W"
62,1,1962-08-02 00:00:00.0000000,1962-08-07 00:00:00.0000000,Rafmagnsveitur ríkisins ? Orkudeild,NULL,NULL,Virkjanarannsóknir,Bein hola,Sjóbor,NULL,NULL,0,Sámsstaðir,461600,401100,"64° 6' 38.53""N","19° 47' 16.36""W"
121,Heyjar,1968-06-03 00:00:00.0000000,1968-06-08 00:00:00.0000000,Orkustofnun Raforkudeild,NULL,NULL,Annað,Annað,NULL,NULL,NULL,0,Hrauneyjar,486165,410465,"64° 11' 47.67""N","19° 17' 5.6""W"
131,Stangi,1968-06-07 00:00:00.0000000,1968-06-23 00:00:00.0000000,Landsvirkjun,NULL,NULL,Annað,Annað,NULL,NULL,NULL,0,Sandafell,473100,409600,"64° 11' 16.94""N","19° 33' 12.48""W"
181,Þjórsá,NULL,NULL,Landsvirkjun,NULL,NULL,Annað,Annað,Án bors,NULL,NULL,0,Ísakot,464240,401965,"64° 7' 7.49""N","19° 44' 2.12""W"
191,JH-01,1988-06-11 00:00:00.0000000,1988-06-11 00:00:00.0000000,Jöklarannsóknafélag Íslands,NULL,17.5,Leitarhola,Bein hola,Niðandi (S-5),Jarðboranir hf.,NULL,0,Jökulheimar,536850,423335,"64° 18' 37.11""N","18° 14' 18.32""W"
192,JH-02,2004-08-23 00:00:00.0000000,2004-08-24 00:00:00.0000000,Jöklarannsóknafélag Íslands,NULL,22,Kaldavatnshola,Bein hola,Karl Gustaf,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Jökulheimar,536842.3,423302,"64° 18' 36.5""N","18° 14' 18.93""W"
193,JH-03,2004-08-24 00:00:00.0000000,2004-08-24 00:00:00.0000000,Jöklarannsóknafélag Íslands,NULL,22,Kaldavatnshola,Bein hola,Karl Gustaf,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Jökulheimar,536845,423330,"64° 18' 36.95""N","18° 14' 18.70""W"
201,Klína,1965-05-29 00:00:00.0000000,1965-05-30 00:00:00.0000000,Rafmagnsveitur ríkisins,NULL,NULL,Annað,Bein hola,Án bors,NULL,NULL,0,Kúagerði,344425,393350,"64° 0' 29.56""N","22° 10' 53.41""W"
282,SK-01,1990-12-16 00:00:00.0000000,1990-12-16 00:00:00.0000000,Þjónustumiðstöðin Skaftafelli,NULL,15,Kaldavatnshola,Bein hola,Einráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Skaftafell,600087.6,392291.2,"64° 1' 9.48""N","16° 57' 10.43""W"
283,SK-02,2012-04-24 00:00:00.0000000,2012-04-25 00:00:00.0000000,Vatnajökulsþjóðgarður,NULL,24,Kaldavatnshola,Bein hola,Trölli,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Skaftafell,599424.7,392059.7,"64° 1' 2.69""N","16° 57' 59.76""W"
284,SK-03,2017-05-01 00:00:00.0000000,2017-05-03 00:00:00.0000000,Landsvirkjun,NULL,23.3,Kaldavatnshola,Bein hola,Nasi,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Skaftafell,600410.1,391036,"64° 0' 28.63""N","16° 56' 49.70""W"
351,SS-01,1982-02-22 00:00:00.0000000,1982-03-02 00:00:00.0000000,Sigurður Karl Líndal Benediktsson,NULL,11.8,Kaldavatnshola,Bein hola,Höggbor 3,Jarðboranir ríkisins,NULL,0,Sandskeið,374161.3,397455.3,"64° 3' 25.71""N","21° 34' 39.25""W"
372,RI-01,1977-03-17 00:00:00.0000000,1977-03-22 00:00:00.0000000,Borgarverkfræðingurinn í Reykjavík,NULL,7.6,Rannsóknarhola,Bein hola,Niðandi (S-5),Jarðboranir ríkisins,NULL,0,Melar,356400,407700,"64° 8' 31.15""N","21° 57' 2.41""W"
373,RI-02,1977-03-23 00:00:00.0000000,1977-03-24 00:00:00.0000000,Borgarverkfræðingurinn í Reykjavík,NULL,8.2,Rannsóknarhola,Bein hola,Niðandi (S-5),Jarðboranir ríkisins,NULL,0,Melar,356405,407705,"64° 8' 31.32""N","21° 57' 2.6""W"
374,RI-03,1977-03-25 00:00:00.0000000,1977-03-28 00:00:00.0000000,Borgarverkfræðingurinn í Reykjavík,NULL,7.2,Rannsóknarhola,Bein hola,Niðandi (S-5),Jarðboranir ríkisins,NULL,0,Melar,356410,407710,"64° 8' 31.49""N","21° 57' 1.71""W"
375,RI-04,1977-03-29 00:00:00.0000000,1977-04-14 00:00:00.0000000,Borgarverkfræðingurinn í Reykjavík,NULL,5.6,Rannsóknarhola,Bein hola,Niðandi (S-5),Jarðboranir ríkisins,NULL,0,Melar,356415,407715,"64° 8' 31.66""N","21° 57' 1.36""W"
391,VR82-01,1982-01-25 00:00:00.0000000,1982-01-29 00:00:00.0000000,Vatnsveita Reykjavíkur,NULL,63.8,Rannsóknarhola,Bein hola,Drífandi (C-1),Jarðboranir ríkisins,NULL,0,Reynisvatn,366538.5,403546.5,"64° 6' 31.89""N","21° 44' 20.12""W"
392,VR82-06,1982-03-02 00:00:00.0000000,1982-03-13 00:00:00.0000000,Vatnsveita Reykjavíkur,NULL,47.5,Rannsóknarhola,Bein hola,Drífandi (C-1),Jarðboranir ríkisins,NULL,0,Reynisvatn,367227.7,404513.5,"64° 7' 4.5""N","21° 43' 32.34""W"
403,HS-03,1967-01-23 00:00:00.0000000,1967-02-16 00:00:00.0000000,Samstarfsnefnd um hitaveitumál á höfuðborgarsvæðinu,NULL,99.3,Hitastigulshola,Bein hola,Grafandi (S-3),Jarðboranir ríkisins,NULL,0,Reykjavík,356175.9,408757.1,"64° 9' 4.91""N","21° 57' 22.62""W"
471,AB-01,1983-06-06 00:00:00.0000000,1983-06-16 00:00:00.0000000,Vatnsveita Reykjavíkur,NULL,41,Rannsóknarhola,Bein hola,Niðandi (S-5),Jarðboranir ríkisins,NULL,0,Árbær,364356.6,404439.1,"64° 6' 57.61""N","21° 47' 4.1""W"
481,AL-01,1971-11-17 00:00:00.0000000,1972-01-11 00:00:00.0000000,Vatnsveita Reykjavíkur,NULL,29.6,Kaldavatnshola,Bein hola,Höggbor 3,Jarðboranir ríkisins,NULL,0,Ártún,362068.7,404491,"64° 6' 56.0""N","21° 49' 53.3""W"
483,AL-02,1971-11-27 00:00:00.0000000,1971-12-08 00:00:00.0000000,Vatnsveita Reykjavíkur,NULL,13.4,Kaldavatnshola,Bein hola,Höggbor 3,Jarðboranir ríkisins,NULL,0,Ártún,361544.5,405000.8,"64° 7' 11.69""N","21° 50' 33.41""W"
501,R-01,2006-02-02 00:00:00.0000000,2006-02-02 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,14.7,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357416.7,408516.9,"64° 8' 59.3""N","21° 55' 50.11""W"
502,R-02,NULL,NULL,Hönnun hf. verkfræðistofa,NULL,NULL,Mannvirkjagerð,Bein hola,NULL,NULL,NULL,0,Reykjavík,357265,408600,"64° 9' 1.48""N","21° 56' 1.61""W"
503,R-03,2006-02-05 00:00:00.0000000,2006-02-05 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,8.7,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357340.2,408520.8,"64° 8' 59.4""N","21° 55' 55.78""W"
504,R-04,2006-02-05 00:00:00.0000000,2006-02-05 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,11.7,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357336.2,408554.7,"64° 9' 0.13""N","21° 55' 56.19""W"
505,R-05,2006-02-07 00:00:00.0000000,2006-02-07 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,11.5,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357330.6,408598.1,"64° 9' 1.52""N","21° 55' 56.75""W"
506,R-06,2006-02-05 00:00:00.0000000,2006-02-05 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,11,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357307.3,408533.7,"64° 8' 59.40""N","21° 55' 58.25""W"
507,R-07,2006-02-02 00:00:00.0000000,2006-02-02 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,11.3,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357306.4,408551.7,"64° 8' 59.98""N","21° 55' 58.38""W"
508,R-08,2006-02-07 00:00:00.0000000,2006-02-07 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,11,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357300.7,408594.3,"64° 9' 1.35""N","21° 55' 58.95""W"
509,R-09,2006-02-07 00:00:00.0000000,2006-02-07 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,13,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357272,408590.8,"64° 9' 1.19""N","21° 56' 1.6""W"
510,R-10,2006-02-08 00:00:00.0000000,2006-02-08 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,10,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357284.7,408525.6,"64° 8' 59.11""N","21° 55' 59.89""W"
511,R-11,2006-03-01 00:00:00.0000000,2006-03-01 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,14,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357241.1,408566.7,"64° 9' 0.37""N","21° 56' 3.26""W"
512,R-12,2006-02-07 00:00:00.0000000,2006-02-07 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,10,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357265.5,408505.2,"64° 8' 58.42""N","21° 56' 1.24""W"
513,R-13,2006-02-07 00:00:00.0000000,2006-02-07 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,8.7,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357239.6,408476.6,"64° 8' 57.46""N","21° 56' 3.6""W"
514,R-14,2006-02-07 00:00:00.0000000,2006-02-07 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,8.7,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357224.3,408461.2,"64° 8' 56.94""N","21° 56' 4.14""W"
515,R-15,2006-02-11 00:00:00.0000000,2006-02-11 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,8.7,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357245.1,408442.2,"64° 8' 56.36""N","21° 56' 2.53""W"
516,R-16,2006-02-07 00:00:00.0000000,2006-02-07 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,7,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357214.8,408438.8,"64° 8' 56.21""N","21° 56' 4.76""W"
517,R-17,2006-02-27 00:00:00.0000000,2006-02-27 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,8.8,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357188.8,408462.4,"64° 8' 56.93""N","21° 56' 6.76""W"
518,R-18,2006-03-01 00:00:00.0000000,2006-03-01 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,11.5,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357159.3,408491.1,"64° 8' 57.81""N","21° 56' 9.4""W"
519,R-19,2006-02-05 00:00:00.0000000,2006-02-05 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,17.6,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357219.5,408587.1,"64° 9' 1.0""N","21° 56' 4.92""W"
520,R-20,2006-03-01 00:00:00.0000000,2006-03-01 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,14.5,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357202.8,408563.1,"64° 9' 0.20""N","21° 56' 6.7""W"
521,R-21,2006-03-01 00:00:00.0000000,2006-03-01 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,14,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357162.3,408518.6,"64° 8' 58.70""N","21° 56' 8.91""W"
522,R-22,2006-03-04 00:00:00.0000000,2006-03-04 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,15,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357118.5,408494.3,"64° 8' 57.85""N","21° 56' 12.7""W"
523,R-23,2006-03-15 00:00:00.0000000,2006-03-15 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,4.5,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357287.6,408444.2,"64° 8' 56.49""N","21° 55' 59.40""W"
524,R-24,NULL,NULL,Hönnun hf. verkfræðistofa,NULL,NULL,Mannvirkjagerð,Bein hola,NULL,NULL,NULL,0,Reykjavík,357270,408605,"64° 9' 1.65""N","21° 56' 1.25""W"
525,R-25,2006-03-15 00:00:00.0000000,2006-03-15 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,17.5,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357090.6,408459.8,"64° 8' 56.70""N","21° 56' 14.1""W"
526,R-26,2006-03-15 00:00:00.0000000,2006-03-15 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,12.5,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357116.6,408446.4,"64° 8' 56.30""N","21° 56' 12.4""W"
527,R-27,2006-03-15 00:00:00.0000000,2006-03-15 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,7,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357191.2,408410,"64° 8' 55.24""N","21° 56' 6.41""W"
528,R-28,2006-03-15 00:00:00.0000000,2006-03-15 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,11,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357164.4,408411.2,"64° 8' 55.24""N","21° 56' 8.39""W"
529,R-29,2006-03-15 00:00:00.0000000,2006-03-15 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,13.5,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357131.2,408422.9,"64° 8' 55.57""N","21° 56' 10.88""W"
530,R-30,2006-03-15 00:00:00.0000000,2006-03-15 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,5,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357206,408376.6,"64° 8' 54.19""N","21° 56' 5.20""W"
531,R-31,2006-03-15 00:00:00.0000000,2006-03-15 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,10,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357178.4,408385.4,"64° 8' 54.43""N","21° 56' 7.27""W"
532,R-32,2006-03-15 00:00:00.0000000,2006-03-15 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,4.6,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357190.1,408348.8,"64° 8' 53.27""N","21° 56' 6.28""W"
533,R-33,2006-03-15 00:00:00.0000000,2006-03-15 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,8.5,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357145,408340.3,"64° 8' 52.92""N","21° 56' 9.58""W"
534,R-34,2006-03-15 00:00:00.0000000,2006-03-15 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,8.7,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357135.7,408378.1,"64° 8' 54.13""N","21° 56' 10.40""W"
535,R-35,2006-03-15 00:00:00.0000000,2006-03-15 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,11.4,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357111.1,408390.4,"64° 8' 54.49""N","21° 56' 12.26""W"
536,R-36,2006-03-15 00:00:00.0000000,2006-03-15 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,13,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357092.9,408369.5,"64° 8' 53.79""N","21° 56' 13.53""W"
537,R-37,2006-03-23 00:00:00.0000000,2006-03-23 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,17.5,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357063.6,408407.7,"64° 8' 54.98""N","21° 56' 15.83""W"
538,R-38,2006-03-23 00:00:00.0000000,2006-03-23 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,17,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357071.6,408423.2,"64° 8' 55.49""N","21° 56' 15.29""W"
539,R-39,NULL,NULL,Hönnun hf. verkfræðistofa,NULL,NULL,Mannvirkjagerð,Bein hola,NULL,NULL,NULL,0,Reykjavík,357275,408610,"64° 9' 1.82""N","21° 56' 0.90""W"
540,R-40,NULL,NULL,Hönnun hf. verkfræðistofa,NULL,NULL,Mannvirkjagerð,Bein hola,NULL,NULL,NULL,0,Reykjavík,357280,408615,"64° 9' 1.99""N","21° 56' 0.55""W"
541,R-41,NULL,NULL,Hönnun hf. verkfræðistofa,NULL,NULL,Mannvirkjagerð,Bein hola,NULL,NULL,NULL,0,Reykjavík,357285,408620,"64° 9' 2.16""N","21° 56' 0.20""W"
542,R-42,NULL,NULL,Hönnun hf. verkfræðistofa,NULL,NULL,Mannvirkjagerð,Bein hola,NULL,NULL,NULL,0,Reykjavík,357290,408625,"64° 9' 2.32""N","21° 55' 59.84""W"
543,R-43,NULL,NULL,Hönnun hf. verkfræðistofa,NULL,NULL,Mannvirkjagerð,Bein hola,NULL,NULL,NULL,0,Reykjavík,357295,408630,"64° 9' 2.49""N","21° 55' 59.49""W"
544,R-44,2006-02-02 00:00:00.0000000,2006-02-02 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,6.3,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357375.2,408519.5,"64° 8' 59.5""N","21° 55' 53.19""W"
545,R-45,2006-03-01 00:00:00.0000000,2006-03-01 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,14.4,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357184.6,408543.3,"64° 8' 59.53""N","21° 56' 7.35""W"
546,R-46,NULL,NULL,NULL,NULL,NULL,Mannvirkjagerð,Bein hola,NULL,NULL,NULL,0,Reykjavík,357300,408635,"64° 9' 2.66""N","21° 55' 59.14""W"
547,R-47,2006-03-23 00:00:00.0000000,2006-03-23 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,9,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357112.3,408371.8,"64° 8' 53.89""N","21° 56' 12.10""W"
561,S-1,2006-02-20 00:00:00.0000000,2006-02-20 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,8,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357375.6,408521.2,"64° 8' 59.10""N","21° 55' 53.16""W"
562,S-2,2006-02-20 00:00:00.0000000,2006-02-21 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,10.6,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357382.1,408563.7,"64° 9' 0.48""N","21° 55' 52.83""W"
563,S-3,2006-03-06 00:00:00.0000000,2006-03-06 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,10.6,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357364.5,408586.6,"64° 9' 1.20""N","21° 55' 54.21""W"
564,S-4,2006-03-14 00:00:00.0000000,2006-03-14 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,6.4,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357290.5,408489.5,"64° 8' 57.95""N","21° 55' 59.34""W"
565,S-5,2006-02-14 00:00:00.0000000,2006-02-15 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,9,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357274.2,408537,"64° 8' 59.46""N","21° 56' 0.71""W"
566,S-6,2006-03-13 00:00:00.0000000,2006-03-14 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,12.5,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357242.9,408595.4,"64° 9' 1.30""N","21° 56' 3.22""W"
567,S-7,2006-03-10 00:00:00.0000000,2006-03-10 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,12.9,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357183.2,408540.3,"64° 8' 59.43""N","21° 56' 7.44""W"
568,S-8,2006-03-15 00:00:00.0000000,2006-03-15 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,4.8,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357244,408444.5,"64° 8' 56.43""N","21° 56' 2.62""W"
569,S-9,2006-03-14 00:00:00.0000000,2006-03-14 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,7.5,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357187.1,408464.4,"64° 8' 56.99""N","21° 56' 6.90""W"
570,S-10,2006-03-04 00:00:00.0000000,2006-03-04 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,15.1,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357104.7,408481.3,"64° 8' 57.41""N","21° 56' 13.4""W"
571,S-11,2006-03-22 00:00:00.0000000,2006-03-22 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,4.5,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357174.6,408330.1,"64° 8' 52.64""N","21° 56' 7.36""W"
572,S-12,2006-03-22 00:00:00.0000000,2006-03-22 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,8.3,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357109.2,408371.7,"64° 8' 53.88""N","21° 56' 12.33""W"
573,S-13,2006-03-27 00:00:00.0000000,2006-03-27 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,13.6,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357079.8,408392.2,"64° 8' 54.50""N","21° 56' 14.58""W"
574,S-14,2006-03-13 00:00:00.0000000,2006-03-13 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,15.1,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357375,408661.8,"64° 9' 3.64""N","21° 55' 53.69""W"
581,C-1,2006-02-01 00:00:00.0000000,2006-02-02 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,24.3,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357376.9,408518.8,"64° 8' 59.3""N","21° 55' 53.6""W"
582,C-2,2006-02-03 00:00:00.0000000,2006-02-04 00:00:00.0000000,Hönnun hf. verkfræðistofa,NULL,26.8,Mannvirkjagerð,Bein hola,Langþráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Reykjavík,357365.3,408579.5,"64° 9' 0.97""N","21° 55' 54.12""W"
